Cód.	Município	Sigla	PIB(Milhares de Reais)
5106752	Pontes e Lacerda	MT	1334532
5106778	Porto Alegre do Norte	MT	231656
5106802	Porto dos Gaúchos	MT	388169
5106828	Porto Esperidião	MT	223030
5106851	Porto Estrela	MT	53396
5107008	Poxoréu	MT	518932
5107040	Primavera do Leste	MT	3956359
5107065	Querência	MT	1651884
5107107	São José dos Quatro Marcos	MT	379785
5107156	Reserva do Cabaçal	MT	38331
5107180	Ribeirão Cascalheira	MT	353521
5107198	Ribeirãozinho	MT	79022
5107206	Rio Branco	MT	89967
5107248	Santa Carmem	MT	392701
5107263	Santo Afonso	MT	75967
5107297	São José do Povo	MT	44550
5107305	São José do Rio Claro	MT	846425
5107354	São José do Xingu	MT	293933
5107404	São Pedro da Cipa	MT	54467
5107578	Rondolândia	MT	66707
5107602	Rondonópolis	MT	11223536
5107701	Rosário Oeste	MT	315493
5107743	Santa Cruz do Xingu	MT	109299
5107750	Salto do Céu	MT	58097
5107768	Santa Rita do Trivelato	MT	591189
5107776	Santa Terezinha	MT	159326
5107792	Santo Antônio do Leste	MT	397091
5107800	Santo Antônio do Leverger	MT	495174
5107859	São Félix do Araguaia	MT	669628
5107875	Sapezal	MT	2925398
5107883	Serra Nova Dourada	MT	39372
5107909	Sinop	MT	6304176
5107925	Sorriso	MT	6050021
5107941	Tabaporã	MT	417681
5107958	Tangará da Serra	MT	3238473
5108006	Tapurah	MT	895199
5108055	Terra Nova do Norte	MT	260912
5108105	Tesouro	MT	120204
5108204	Torixoréu	MT	93998
5108303	União do Sul	MT	155583
5108352	Vale de São Domingos	MT	60033
5108402	Várzea Grande	MT	7984210
5108501	Vera	MT	523977
5108600	Vila Rica	MT	508774
5108808	Nova Guarita	MT	83200
5108857	Nova Marilândia	MT	184068
5108907	Nova Maringá	MT	498218
5108956	Nova Monte Verde	MT	205954
5200050	Abadia de Goiás	GO	227500
5200100	Abadiânia	GO	316432
5200134	Acreúna	GO	671478
5200159	Adelândia	GO	36544
5200175	Água Fria de Goiás	GO	255566
5200209	Água Limpa	GO	45369
5200258	Águas Lindas de Goiás	GO	1884408
5200308	Alexânia	GO	811323
5200506	Aloândia	GO	41841
5200555	Alto Horizonte	GO	913010
5200605	Alto Paraíso de Goiás	GO	167586
5200803	Alvorada do Norte	GO	128606
5200829	Amaralina	GO	60093
5200852	Americano do Brasil	GO	67555
5200902	Amorinópolis	GO	60751
5201108	Anápolis	GO	14238732
5201207	Anhanguera	GO	17880
5201306	Anicuns	GO	387017
5201405	Aparecida de Goiânia	GO	13265875
5201454	Aparecida do Rio Doce	GO	74500
5201504	Aporé	GO	320053
5201603	Araçu	GO	53429
5201702	Aragarças	GO	244836
5201801	Aragoiânia	GO	108335
5202155	Araguapaz	GO	120574
5202353	Arenópolis	GO	142409
5202502	Aruanã	GO	221515
5202601	Aurilândia	GO	56895
5202809	Avelinópolis	GO	44438
5203104	Baliza	GO	77704
5203203	Barro Alto	GO	919265
5203302	Bela Vista de Goiás	GO	971073
5203401	Bom Jardim de Goiás	GO	168112
5203500	Bom Jesus de Goiás	GO	747001
5203559	Bonfinópolis	GO	87077
5203575	Bonópolis	GO	95593
5203609	Brazabrantes	GO	108910
5203807	Britânia	GO	113053
5203906	Buriti Alegre	GO	311201
5203939	Buriti de Goiás	GO	38073
5203962	Buritinópolis	GO	75452
5204003	Cabeceiras	GO	219066
5204102	Cachoeira Alta	GO	236331
5204201	Cachoeira de Goiás	GO	27359
5204250	Cachoeira Dourada	GO	893423
5204300	Caçu	GO	908793
5204409	Caiapônia	GO	672374
5204508	Caldas Novas	GO	2554677
5204557	Caldazinha	GO	50662
5204607	Campestre de Goiás	GO	57886
5204656	Campinaçu	GO	61700
5204706	Campinorte	GO	226398
5204805	Campo Alegre de Goiás	GO	412524
5204854	Campo Limpo de Goiás	GO	101426
5204904	Campos Belos	GO	268750
5204953	Campos Verdes	GO	44744
5205000	Carmo do Rio Verde	GO	249648
5205059	Castelândia	GO	101370
5205109	Catalão	GO	6108292
5205208	Caturaí	GO	68278
5205307	Cavalcante	GO	253198
5205406	Ceres	GO	549501
5205455	Cezarina	GO	287096
5205471	Chapadão do Céu	GO	1106080
5205497	Cidade Ocidental	GO	795633
5205513	Cocalzinho de Goiás	GO	326070
5205521	Colinas do Sul	GO	45304
5205703	Córrego do Ouro	GO	45768
5205802	Corumbá de Goiás	GO	174496
5205901	Corumbaíba	GO	588942
5206206	Cristalina	GO	2327741
5206305	Cristianópolis	GO	73397
5206404	Crixás	GO	521766
5206503	Cromínia	GO	70266
5206602	Cumari	GO	60561
5206701	Damianópolis	GO	33751
5206800	Damolândia	GO	39743
5206909	Davinópolis	GO	388544
5207105	Diorama	GO	55101
5207253	Doverlândia	GO	237059
5207352	Edealina	GO	252408
5207402	Edéia	GO	836399
5207501	Estrela do Norte	GO	52167
5207535	Faina	GO	107641
5207600	Fazenda Nova	GO	101625
5207808	Firminópolis	GO	175546
5207907	Flores de Goiás	GO	143539
5208004	Formosa	GO	2333469
5208103	Formoso	GO	65677
5208152	Gameleira de Goiás	GO	153333
5208301	Divinópolis de Goiás	GO	63467
5208400	Goianápolis	GO	209906
5208509	Goiandira	GO	130025
5208608	Goianésia	GO	1388942
5208707	Goiânia	GO	49364258
5208806	Goianira	GO	938970
5208905	Goiás	GO	461454
5209101	Goiatuba	GO	1544145
5209150	Gouvelândia	GO	179359
5209200	Guapó	GO	204154
5209291	Guaraíta	GO	33140
5209408	Guarani de Goiás	GO	53235
5209457	Guarinos	GO	58751
5209606	Heitoraí	GO	56442
5209705	Hidrolândia	GO	1145751
5209804	Hidrolina	GO	55913
5209903	Iaciara	GO	161470
5209937	Inaciolândia	GO	209806
5209952	Indiara	GO	318488
5210000	Inhumas	GO	1136229
5210109	Ipameri	GO	1486440
5210158	Ipiranga de Goiás	GO	53405
5210208	Iporá	GO	658207
5210307	Israelândia	GO	48569
5210406	Itaberaí	GO	1288948
5210562	Itaguari	GO	70411
5210604	Itaguaru	GO	77053
5210802	Itajá	GO	99164
5210901	Itapaci	GO	342751
5211008	Itapirapuã	GO	143055
5211206	Itapuranga	GO	422456
5211305	Itarumã	GO	245224
5211404	Itauçu	GO	142458
5211503	Itumbiara	GO	4187512
5211602	Ivolândia	GO	84886
5211701	Jandaia	GO	245069
5211800	Jaraguá	GO	705088
5211909	Jataí	GO	4599881
5212006	Jaupaci	GO	49283
5212055	Jesúpolis	GO	29114
5212105	Joviânia	GO	210210
5212204	Jussara	GO	445322
5212253	Lagoa Santa	GO	39392
5212303	Leopoldo de Bulhões	GO	225523
5212501	Luziânia	GO	3578085
5212600	Mairipotaba	GO	50284
5212709	Mambaí	GO	81437
5212808	Mara Rosa	GO	192492
5212907	Marzagão	GO	41951
5212956	Matrinchã	GO	98059
5213004	Maurilândia	GO	226102
5213053	Mimoso de Goiás	GO	57224
5213087	Minaçu	GO	1034925
5213103	Mineiros	GO	2567591
5213400	Moiporá	GO	34915
5213509	Monte Alegre de Goiás	GO	82243
5213707	Montes Claros de Goiás	GO	293741
5213756	Montividiu	GO	780259
5213772	Montividiu do Norte	GO	69769
5213806	Morrinhos	GO	1370455
5213855	Morro Agudo de Goiás	GO	38965
5213905	Mossâmedes	GO	78295
5214002	Mozarlândia	GO	528865
5214051	Mundo Novo	GO	96768
5214101	Mutunópolis	GO	61205
5214408	Nazário	GO	177124
5214507	Nerópolis	GO	729809
5214606	Niquelândia	GO	1106850
5214705	Nova América	GO	37489
5214804	Nova Aurora	GO	49202
5214838	Nova Crixás	GO	356303
5214861	Nova Glória	GO	117706
5214879	Nova Iguaçu de Goiás	GO	41121
5214903	Nova Roma	GO	45010
5215009	Nova Veneza	GO	182680
5215207	Novo Brasil	GO	56094
5215231	Novo Gama	GO	955266
5215256	Novo Planalto	GO	103729
5215306	Orizona	GO	518708
5215405	Ouro Verde de Goiás	GO	109648
5215504	Ouvidor	GO	761881
5215603	Padre Bernardo	GO	506796
5215652	Palestina de Goiás	GO	91804
5215702	Palmeiras de Goiás	GO	1006156
5215801	Palmelo	GO	39098
5215900	Palminópolis	GO	143637
5216007	Panamá	GO	87364
5216304	Paranaiguara	GO	185183
5216403	Paraúna	GO	900917
5216452	Perolândia	GO	334525
5216809	Petrolina de Goiás	GO	147983
5216908	Pilar de Goiás	GO	200517
5217104	Piracanjuba	GO	793762
5217203	Piranhas	GO	378443
5217302	Pirenópolis	GO	448362
5217401	Pires do Rio	GO	896330
5217609	Planaltina	GO	1085977
5217708	Pontalina	GO	488892
5218003	Porangatu	GO	939661
5218052	Porteirão	GO	191428
5218102	Portelândia	GO	215877
5218300	Posse	GO	507961
5218391	Professor Jamil	GO	58984
5218508	Quirinópolis	GO	1685284
5218607	Rialma	GO	220384
5218706	Rianápolis	GO	94132
5218789	Rio Quente	GO	326340
5218805	Rio Verde	GO	9602905
5218904	Rubiataba	GO	432333
5219001	Sanclerlândia	GO	135866
5219100	Santa Bárbara de Goiás	GO	93755
5219209	Santa Cruz de Goiás	GO	131515
5219258	Santa Fé de Goiás	GO	293932
5219308	Santa Helena de Goiás	GO	1098559
5219357	Santa Isabel	GO	73625
5219407	Santa Rita do Araguaia	GO	126208
5219456	Santa Rita do Novo Destino	GO	84372
5219506	Santa Rosa de Goiás	GO	41141
5219605	Santa Tereza de Goiás	GO	60546
5219704	Santa Terezinha de Goiás	GO	129762
5219712	Santo Antônio da Barra	GO	226858
5219738	Santo Antônio de Goiás	GO	131521
5219753	Santo Antônio do Descoberto	GO	672228
5219803	São Domingos	GO	160523
5219902	São Francisco de Goiás	GO	102541
5220009	São João d'Aliança	GO	293002
5220058	São João da Paraúna	GO	52295
5220108	São Luís de Montes Belos	GO	845308
5220157	São Luiz do Norte	GO	121405
5220207	São Miguel do Araguaia	GO	485065
5220264	São Miguel do Passa Quatro	GO	145838
5220280	São Patrício	GO	35139
5220405	São Simão	GO	773972
5220454	Senador Canedo	GO	3739802
5220504	Serranópolis	GO	409246
5220603	Silvânia	GO	737274
5220686	Simolândia	GO	103470
5220702	Sítio d'Abadia	GO	48445
5221007	Taquaral de Goiás	GO	63922
5221080	Teresina de Goiás	GO	32459
5221197	Terezópolis de Goiás	GO	199995
5221304	Três Ranchos	GO	49514
5221403	Trindade	GO	2151415
5221452	Trombas	GO	51744
5221502	Turvânia	GO	85079
5221551	Turvelândia	GO	351441
5221577	Uirapuru	GO	43692
5221601	Uruaçu	GO	845362
5221700	Uruana	GO	211856
5221809	Urutaí	GO	87333
5221858	Valparaíso de Goiás	GO	2559585
5221908	Varjão	GO	66147
5222005	Vianópolis	GO	440222
5222054	Vicentinópolis	GO	322359
5222203	Vila Boa	GO	103408
5222302	Vila Propício	GO	163782
5300108	Brasília	DF	254817205
